"Antal bostadsbyggnader efter region, bygg�r och vart 5:e �r"

"region","bygg�r","2022"
"0120C1010","1961-1970",521
"0120C1010","1971-1980",157
"0120C1010","1981-1990",66
"0120C1010","1991-2000",79
"0120C1010","2001-2010",88
"0120C1010","2011-2020",36
"0120C1010","2021-2030",10
"0120C1010","Ok�nt",21
"0120C1010","Totalt",1404
"0120C1020","-1920",80
"0120C1020","1921-1930",49
"0120C1020","1931-1940",83
"0120C1020","1941-1950",44
"0120C1020","1951-1960",133
"0120C1020","1961-1970",223
"0120C1020","1971-1980",525
"0120C1020","1981-1990",153
"0120C1020","1991-2000",98
"0120C1020","2001-2010",81
"0120C1020","2011-2020",37
"0120C1020","2021-2030",5
"0120C1020","Ok�nt",10
"0120C1020","Totalt",1521
"0120C1030","-1920",9
"0120C1030","1921-1930",11
"0120C1030","1931-1940",19
"0120C1030","1941-1950",23
"0120C1030","1951-1960",81
"0120C1030","1961-1970",172
"0120C1030","1971-1980",129
"0120C1030","1981-1990",41
"0120C1030","1991-2000",288
"0120C1030","2001-2010",73
"0120C1030","2011-2020",22
"0120C1030","2021-2030",6
"0120C1030","Ok�nt",44
"0120C1030","Totalt",918
"0120C1040","-1920",29
"0120C1040","1921-1930",35
"0120C1040","1931-1940",145
"0120C1040","1941-1950",157
"0120C1040","1951-1960",157
"0120C1040","1961-1970",347
"0120C1040","1971-1980",183
"0120C1040","1981-1990",98
"0120C1040","1991-2000",77
"0120C1040","2001-2010",95
"0120C1040","2011-2020",86
"0120C1040","2021-2030",24
"0120C1040","Ok�nt",25
"0120C1040","Totalt",1458
"0120C1050","-1920",108
"0120C1050","1921-1930",37
"0120C1050","1931-1940",94
"0120C1050","1941-1950",92
"0120C1050","1951-1960",187
"0120C1050","1961-1970",307
"0120C1050","1971-1980",224
"0120C1050","1981-1990",98
"0120C1050","1991-2000",70
"0120C1050","2001-2010",59
"0120C1050","2011-2020",65
"0120C1050","2021-2030",7
"0120C1050","Ok�nt",24
"0120C1050","Totalt",1372
"0120C1060","-1920",131
"0120C1060","1921-1930",46
"0120C1060","1931-1940",82
"0120C1060","1941-1950",82
"0120C1060","1951-1960",117
"0120C1060","1961-1970",223
"0120C1060","1971-1980",101
"0120C1060","1981-1990",120
"0120C1060","1991-2000",59
"0120C1060","2001-2010",126
"0120C1060","2011-2020",72
"0120C1060","2021-2030",39
"0120C1060","Ok�nt",32
"0120C1060","Totalt",1230
"0120C1070","-1920",17
"0120C1070","1921-1930",7
"0120C1070","1931-1940",4
"0120C1070","1941-1950",4
"0120C1070","1951-1960",2
"0120C1070","1961-1970",91
"0120C1070","1971-1980",135
"0120C1070","1981-1990",24
"0120C1070","1991-2000",27
"0120C1070","2001-2010",14
"0120C1070","2011-2020",11
"0120C1070","2021-2030",1
"0120C1070","Ok�nt",1
"0120C1070","Totalt",338
"0120C1080","-1920",1
"0120C1080","1921-1930",..
"0120C1080","1931-1940",..
"0120C1080","1941-1950",..
"0120C1080","1951-1960",..
"0120C1080","1961-1970",..
"0120C1080","1971-1980",..
"0120C1080","1981-1990",..
"0120C1080","1991-2000",..
"0120C1080","2001-2010",152
"0120C1080","2011-2020",42
"0120C1080","2021-2030",..
"0120C1080","Ok�nt",2
"0120C1080","Totalt",197
"0120C1090","-1920",23
"0120C1090","1921-1930",12
"0120C1090","1931-1940",7
"0120C1090","1941-1950",23
"0120C1090","1951-1960",1
"0120C1090","1961-1970",4
"0120C1090","1971-1980",2
"0120C1090","1981-1990",20
"0120C1090","1991-2000",112
"0120C1090","2001-2010",348
"0120C1090","2011-2020",13
"0120C1090","2021-2030",..
"0120C1090","Ok�nt",4
"0120C1090","Totalt",569
"0120C1100","-1920",15
"0120C1100","1921-1930",30
"0120C1100","1931-1940",81
"0120C1100","1941-1950",58
"0120C1100","1951-1960",28
"0120C1100","1961-1970",40
"0120C1100","1971-1980",13
"0120C1100","1981-1990",47
"0120C1100","1991-2000",87
"0120C1100","2001-2010",129
"0120C1100","2011-2020",239
"0120C1100","2021-2030",58
"0120C1100","Ok�nt",7
"0120C1100","Totalt",832
"0120C1110","-1920",21
"0120C1110","1921-1930",5
"0120C1110","1931-1940",1
"0120C1110","1941-1950",..
"0120C1110","1951-1960",4
"0120C1110","1961-1970",..
"0120C1110","1971-1980",1
"0120C1110","1981-1990",2
"0120C1110","1991-2000",158
"0120C1110","2001-2010",41
"0120C1110","2011-2020",60
"0120C1110","2021-2030",13
"0120C1110","Ok�nt",4
"0120C1110","Totalt",310
"0120C1120","-1920",..
"0120C1120","1921-1930",1
"0120C1120","1931-1940",..
"0120C1120","1941-1950",..
"0120C1120","1951-1960",..
"0120C1120","1961-1970",..
"0120C1120","1971-1980",..
"0120C1120","1981-1990",120
"0120C1120","1991-2000",234
"0120C1120","2001-2010",1
"0120C1120","2011-2020",..
"0120C1120","2021-2030",..
"0120C1120","Ok�nt",..
"0120C1120","Totalt",356
"0120C1130","-1920",3
"0120C1130","1921-1930",1
"0120C1130","1931-1940",3
"0120C1130","1941-1950",4
"0120C1130","1951-1960",33
"0120C1130","1961-1970",212
"0120C1130","1971-1980",151
"0120C1130","1981-1990",32
"0120C1130","1991-2000",..
"0120C1130","2001-2010",9
"0120C1130","2011-2020",10
"0120C1130","2021-2030",2
"0120C1130","Ok�nt",2
"0120C1130","Totalt",462
"0120C1140","-1920",43
"0120C1140","1921-1930",32
"0120C1140","1931-1940",1
"0120C1140","1941-1950",30
"0120C1140","1951-1960",24
"0120C1140","1961-1970",4
"0120C1140","1971-1980",..
"0120C1140","1981-1990",16
"0120C1140","1991-2000",1
"0120C1140","2001-2010",57
"0120C1140","2011-2020",16
"0120C1140","2021-2030",4
"0120C1140","Ok�nt",1
"0120C1140","Totalt",229
"0120C1150","-1920",55
"0120C1150","1921-1930",14
"0120C1150","1931-1940",107
"0120C1150","1941-1950",145
"0120C1150","1951-1960",338
"0120C1150","1961-1970",270
"0120C1150","1971-1980",475
"0120C1150","1981-1990",145
"0120C1150","1991-2000",127
"0120C1150","2001-2010",120
"0120C1150","2011-2020",30
"0120C1150","2021-2030",13
"0120C1150","Ok�nt",23
"0120C1150","Totalt",1862
"0120C1160","-1920",38
"0120C1160","1921-1930",21
"0120C1160","1931-1940",29
"0120C1160","1941-1950",24
"0120C1160","1951-1960",8
"0120C1160","1961-1970",50
"0120C1160","1971-1980",34
"0120C1160","1981-1990",164
"0120C1160","1991-2000",37
"0120C1160","2001-2010",62
"0120C1160","2011-2020",88
"0120C1160","2021-2030",8
"0120C1160","Ok�nt",10
"0120C1160","Totalt",573
"0120C1170","-1920",20
"0120C1170","1921-1930",22
"0120C1170","1931-1940",26
"0120C1170","1941-1950",101
"0120C1170","1951-1960",..
"0120C1170","1961-1970",4
"0120C1170","1971-1980",..
"0120C1170","1981-1990",12
"0120C1170","1991-2000",57
"0120C1170","2001-2010",6
"0120C1170","2011-2020",31
"0120C1170","2021-2030",3
"0120C1170","Ok�nt",..
"0120C1170","Totalt",282
"0120C1180","-1920",1
"0120C1180","1921-1930",..
"0120C1180","1931-1940",..
"0120C1180","1941-1950",..
"0120C1180","1951-1960",..
"0120C1180","1961-1970",24
"0120C1180","1971-1980",17
"0120C1180","1981-1990",91
"0120C1180","1991-2000",1
"0120C1180","2001-2010",..
"0120C1180","2011-2020",..
"0120C1180","2021-2030",..
"0120C1180","Ok�nt",..
"0120C1180","Totalt",134
"0120C1190","-1920",2
"0120C1190","1921-1930",..
"0120C1190","1931-1940",..
"0120C1190","1941-1950",22
"0120C1190","1951-1960",83
"0120C1190","1961-1970",176
"0120C1190","1971-1980",107
"0120C1190","1981-1990",31
"0120C1190","1991-2000",1
"0120C1190","2001-2010",..
"0120C1190","2011-2020",..
"0120C1190","2021-2030",..
"0120C1190","Ok�nt",..
"0120C1190","Totalt",422
"0120C1200","-1920",10
"0120C1200","1921-1930",3
"0120C1200","1931-1940",2
"0120C1200","1941-1950",2
"0120C1200","1951-1960",81
"0120C1200","1961-1970",334
"0120C1200","1971-1980",261
"0120C1200","1981-1990",35
"0120C1200","1991-2000",25
"0120C1200","2001-2010",29
"0120C1200","2011-2020",16
"0120C1200","2021-2030",4
"0120C1200","Ok�nt",6
"0120C1200","Totalt",808
"0120C1210","-1920",161
"0120C1210","1921-1930",61
"0120C1210","1931-1940",196
"0120C1210","1941-1950",189
"0120C1210","1951-1960",269
"0120C1210","1961-1970",556
"0120C1210","1971-1980",575
"0120C1210","1981-1990",229
"0120C1210","1991-2000",146
"0120C1210","2001-2010",112
"0120C1210","2011-2020",67
"0120C1210","2021-2030",21
"0120C1210","Ok�nt",54
"0120C1210","Totalt",2636
"0120C1220","-1920",168
"0120C1220","1921-1930",52
"0120C1220","1931-1940",46
"0120C1220","1941-1950",116
"0120C1220","1951-1960",79
"0120C1220","1961-1970",59
"0120C1220","1971-1980",67
"0120C1220","1981-1990",56
"0120C1220","1991-2000",47
"0120C1220","2001-2010",36
"0120C1220","2011-2020",63
"0120C1220","2021-2030",19
"0120C1220","Ok�nt",21
"0120C1220","Totalt",829
"0120C1230","-1920",44
"0120C1230","1921-1930",9
"0120C1230","1931-1940",37
"0120C1230","1941-1950",78
"0120C1230","1951-1960",40
"0120C1230","1961-1970",104
"0120C1230","1971-1980",54
"0120C1230","1981-1990",45
"0120C1230","1991-2000",29
"0120C1230","2001-2010",46
"0120C1230","2011-2020",113
"0120C1230","2021-2030",67
"0120C1230","Ok�nt",12
"0120C1230","Totalt",678
"0123C1010","-1920",..
"0123C1010","1921-1930",12
"0123C1010","1931-1940",31
"0123C1010","1941-1950",44
"0123C1010","1951-1960",18
"0123C1010","1961-1970",309
"0123C1010","1971-1980",209
"0123C1010","1981-1990",57
"0123C1010","1991-2000",19
"0123C1010","2001-2010",5
"0123C1010","2011-2020",22
"0123C1010","2021-2030",1
"0123C1010","Ok�nt",1
"0123C1010","Totalt",728
"0123C1020","-1920",..
"0123C1020","1921-1930",2
"0123C1020","1931-1940",9
"0123C1020","1941-1950",34
"0123C1020","1951-1960",10
"0123C1020","1961-1970",30
"0123C1020","1971-1980",94
"0123C1020","1981-1990",49
"0123C1020","1991-2000",141
"0123C1020","2001-2010",6
"0123C1020","2011-2020",7
"0123C1020","2021-2030",3
"0123C1020","Ok�nt",1
"0123C1020","Totalt",386
"0123C1030","-1920",2
"0123C1030","1921-1930",28
"0123C1030","1931-1940",15
"0123C1030","1941-1950",61
"0123C1030","1951-1960",123
"0123C1030","1961-1970",101
"0123C1030","1971-1980",41
"0123C1030","1981-1990",73
"0123C1030","1991-2000",25
"0123C1030","2001-2010",45
"0123C1030","2011-2020",23
"0123C1030","2021-2030",3
"0123C1030","Ok�nt",5
"0123C1030","Totalt",545
"0123C1040","-1920",..
"0123C1040","1921-1930",..
"0123C1040","1931-1940",..
"0123C1040","1941-1950",..
"0123C1040","1951-1960",..
"0123C1040","1961-1970",..
"0123C1040","1971-1980",..
"0123C1040","1981-1990",457
"0123C1040","1991-2000",..
"0123C1040","2001-2010",..
"0123C1040","2011-2020",..
"0123C1040","2021-2030",..
"0123C1040","Ok�nt",..
"0123C1040","Totalt",457
"0123C1050","-1920",..
"0123C1050","1921-1930",2
"0123C1050","1931-1940",13
"0123C1050","1941-1950",7
"0123C1050","1951-1960",42
"0123C1050","1961-1970",74
"0123C1050","1971-1980",17
"0123C1050","1981-1990",5
"0123C1050","1991-2000",76
"0123C1050","2001-2010",157
"0123C1050","2011-2020",67
"0123C1050","2021-2030",4
"0123C1050","Ok�nt",1
"0123C1050","Totalt",465
"0123C1060","-1920",..
"0123C1060","1921-1930",8
"0123C1060","1931-1940",22
"0123C1060","1941-1950",118
"0123C1060","1951-1960",135
"0123C1060","1961-1970",127
"0123C1060","1971-1980",88
"0123C1060","1981-1990",41
"0123C1060","1991-2000",30
"0123C1060","2001-2010",36
"0123C1060","2011-2020",16
"0123C1060","2021-2030",4
"0123C1060","Ok�nt",3
"0123C1060","Totalt",628
"0123C1070","-1920",..
"0123C1070","1921-1930",..
"0123C1070","1931-1940",..
"0123C1070","1941-1950",..
"0123C1070","1951-1960",..
"0123C1070","1961-1970",..
"0123C1070","1971-1980",296
"0123C1070","1981-1990",296
"0123C1070","1991-2000",6
"0123C1070","2001-2010",..
"0123C1070","2011-2020",39
"0123C1070","2021-2030",..
"0123C1070","Ok�nt",3
"0123C1070","Totalt",640
"0123C1080","-1920",..
"0123C1080","1921-1930",..
"0123C1080","1931-1940",..
"0123C1080","1941-1950",..
"0123C1080","1951-1960",..
"0123C1080","1961-1970",..
"0123C1080","1971-1980",440
"0123C1080","1981-1990",..
"0123C1080","1991-2000",1
"0123C1080","2001-2010",..
"0123C1080","2011-2020",..
"0123C1080","2021-2030",..
"0123C1080","Ok�nt",..
"0123C1080","Totalt",441
"0123C1090","-1920",24
"0123C1090","1921-1930",13
"0123C1090","1931-1940",2
"0123C1090","1941-1950",2
"0123C1090","1951-1960",6
"0123C1090","1961-1970",45
"0123C1090","1971-1980",5
"0123C1090","1981-1990",24
"0123C1090","1991-2000",17
"0123C1090","2001-2010",45
"0123C1090","2011-2020",26
"0123C1090","2021-2030",..
"0123C1090","Ok�nt",6
"0123C1090","Totalt",215
"0123C1100","-1920",..
"0123C1100","1921-1930",..
"0123C1100","1931-1940",..
"0123C1100","1941-1950",..
"0123C1100","1951-1960",..
"0123C1100","1961-1970",..
"0123C1100","1971-1980",410
"0123C1100","1981-1990",..
"0123C1100","1991-2000",16
"0123C1100","2001-2010",8
"0123C1100","2011-2020",11
"0123C1100","2021-2030",..
"0123C1100","Ok�nt",..
"0123C1100","Totalt",445
"0123C1110","-1920",..
"0123C1110","1921-1930",3
"0123C1110","1931-1940",..
"0123C1110","1941-1950",..
"0123C1110","1951-1960",..
"0123C1110","1961-1970",441
"0123C1110","1971-1980",187
"0123C1110","1981-1990",..
"0123C1110","1991-2000",17
"0123C1110","2001-2010",28
"0123C1110","2011-2020",..
"0123C1110","2021-2030",..
"0123C1110","Ok�nt",..
"0123C1110","Totalt",676
"0123C1120","-1920",..
"0123C1120","1921-1930",..
"0123C1120","1931-1940",..
"0123C1120","1941-1950",..
"0123C1120","1951-1960",..
"0123C1120","1961-1970",..
"0123C1120","1971-1980",499
"0123C1120","1981-1990",..
"0123C1120","1991-2000",..
"0123C1120","2001-2010",15
"0123C1120","2011-2020",..
"0123C1120","2021-2030",..
"0123C1120","Ok�nt",..
"0123C1120","Totalt",514
"0123C1130","-1920",..
"0123C1130","1921-1930",..
"0123C1130","1931-1940",..
"0123C1130","1941-1950",..
"0123C1130","1951-1960",..
"0123C1130","1961-1970",15
"0123C1130","1971-1980",..
"0123C1130","1981-1990",..
"0123C1130","1991-2000",..
"0123C1130","2001-2010",..
"0123C1130","2011-2020",3
"0123C1130","2021-2030",..
"0123C1130","Ok�nt",..
"0123C1130","Totalt",18
"0123C1140","-1920",..
"0123C1140","1921-1930",..
"0123C1140","1931-1940",..
"0123C1140","1941-1950",..
"0123C1140","1951-1960",..
"0123C1140","1961-1970",..
"0123C1140","1971-1980",..
"0123C1140","1981-1990",..
"0123C1140","1991-2000",..
"0123C1140","2001-2010",..
"0123C1140","2011-2020",32
"0123C1140","2021-2030",5
"0123C1140","Ok�nt",..
"0123C1140","Totalt",37
"0123C1150","-1920",..
"0123C1150","1921-1930",..
"0123C1150","1931-1940",..
"0123C1150","1941-1950",..
"0123C1150","1951-1960",..
"0123C1150","1961-1970",30
"0123C1150","1971-1980",..
"0123C1150","1981-1990",7
"0123C1150","1991-2000",..
"0123C1150","2001-2010",4
"0123C1150","2011-2020",2
"0123C1150","2021-2030",..
"0123C1150","Ok�nt",..
"0123C1150","Totalt",43
"0123C1160","-1920",..
"0123C1160","1921-1930",..
"0123C1160","1931-1940",..
"0123C1160","1941-1950",..
"0123C1160","1951-1960",4
"0123C1160","1961-1970",12
"0123C1160","1971-1980",..
"0123C1160","1981-1990",..
"0123C1160","1991-2000",..
"0123C1160","2001-2010",..
"0123C1160","2011-2020",9
"0123C1160","2021-2030",..
"0123C1160","Ok�nt",..
"0123C1160","Totalt",25
"0123C1170","-1920",..
"0123C1170","1921-1930",..
"0123C1170","1931-1940",..
"0123C1170","1941-1950",..
"0123C1170","1951-1960",..
"0123C1170","1961-1970",10
"0123C1170","1971-1980",..
"0123C1170","1981-1990",..
"0123C1170","1991-2000",..
"0123C1170","2001-2010",..
"0123C1170","2011-2020",..
"0123C1170","2021-2030",..
"0123C1170","Ok�nt",..
"0123C1170","Totalt",10
"0123C1180","-1920",2
"0123C1180","1921-1930",5
"0123C1180","1931-1940",..
"0123C1180","1941-1950",1
"0123C1180","1951-1960",..
"0123C1180","1961-1970",315
"0123C1180","1971-1980",289
"0123C1180","1981-1990",..
"0123C1180","1991-2000",12
"0123C1180","2001-2010",7
"0123C1180","2011-2020",..
"0123C1180","2021-2030",..
"0123C1180","Ok�nt",1
"0123C1180","Totalt",632
"0123C1190","-1920",..
"0123C1190","1921-1930",..
"0123C1190","1931-1940",..
"0123C1190","1941-1950",..
"0123C1190","1951-1960",14
"0123C1190","1961-1970",12
"0123C1190","1971-1980",..
"0123C1190","1981-1990",..
"0123C1190","1991-2000",..
"0123C1190","2001-2010",..
"0123C1190","2011-2020",4
"0123C1190","2021-2030",..
"0123C1190","Ok�nt",..
"0123C1190","Totalt",30
"0123C1200","-1920",..
"0123C1200","1921-1930",..
"0123C1200","1931-1940",1
"0123C1200","1941-1950",1
"0123C1200","1951-1960",..
"0123C1200","1961-1970",..
"0123C1200","1971-1980",..
"0123C1200","1981-1990",..
"0123C1200","1991-2000",..
"0123C1200","2001-2010",55
"0123C1200","2011-2020",31
"0123C1200","2021-2030",..
"0123C1200","Ok�nt",..
"0123C1200","Totalt",88
"0123C1210","-1920",..
"0123C1210","1921-1930",..
"0123C1210","1931-1940",..
"0123C1210","1941-1950",..
"0123C1210","1951-1960",..
"0123C1210","1961-1970",11
"0123C1210","1971-1980",..
"0123C1210","1981-1990",1
"0123C1210","1991-2000",..
"0123C1210","2001-2010",6
"0123C1210","2011-2020",..
"0123C1210","2021-2030",9
"0123C1210","Ok�nt",..
"0123C1210","Totalt",27
"0123C1220","-1920",..
"0123C1220","1921-1930",1
"0123C1220","1931-1940",..
"0123C1220","1941-1950",..
"0123C1220","1951-1960",1
"0123C1220","1961-1970",13
"0123C1220","1971-1980",8
"0123C1220","1981-1990",6
"0123C1220","1991-2000",..
"0123C1220","2001-2010",..
"0123C1220","2011-2020",20
"0123C1220","2021-2030",5
"0123C1220","Ok�nt",..
"0123C1220","Totalt",54
"0123C1230","-1920",..
"0123C1230","1921-1930",..
"0123C1230","1931-1940",..
"0123C1230","1941-1950",..
"0123C1230","1951-1960",28
"0123C1230","1961-1970",4
"0123C1230","1971-1980",..
"0123C1230","1981-1990",..
"0123C1230","1991-2000",3
"0123C1230","2001-2010",4
"0123C1230","2011-2020",3
"0123C1230","2021-2030",..
"0123C1230","Ok�nt",..
"0123C1230","Totalt",42
"0123C1240","-1920",..
"0123C1240","1921-1930",..
"0123C1240","1931-1940",..
"0123C1240","1941-1950",..
"0123C1240","1951-1960",..
"0123C1240","1961-1970",14
"0123C1240","1971-1980",..
"0123C1240","1981-1990",..
"0123C1240","1991-2000",..
"0123C1240","2001-2010",..
"0123C1240","2011-2020",..
"0123C1240","2021-2030",..
"0123C1240","Ok�nt",..
"0123C1240","Totalt",14
"0123C1250","-1920",..
"0123C1250","1921-1930",..
"0123C1250","1931-1940",..
"0123C1250","1941-1950",..
"0123C1250","1951-1960",2
"0123C1250","1961-1970",8
"0123C1250","1971-1980",..
"0123C1250","1981-1990",..
"0123C1250","1991-2000",5
"0123C1250","2001-2010",..
"0123C1250","2011-2020",..
"0123C1250","2021-2030",..
"0123C1250","Ok�nt",..
"0123C1250","Totalt",15
"0123C1260","-1920",..
"0123C1260","1921-1930",..
"0123C1260","1931-1940",..
"0123C1260","1941-1950",..
"0123C1260","1951-1960",..
"0123C1260","1961-1970",17
"0123C1260","1971-1980",..
"0123C1260","1981-1990",..
"0123C1260","1991-2000",..
"0123C1260","2001-2010",4
"0123C1260","2011-2020",1
"0123C1260","2021-2030",3
"0123C1260","Ok�nt",..
"0123C1260","Totalt",25
"0123C1270","-1920",9
"0123C1270","1921-1930",20
"0123C1270","1931-1940",15
"0123C1270","1941-1950",25
"0123C1270","1951-1960",13
"0123C1270","1961-1970",325
"0123C1270","1971-1980",194
"0123C1270","1981-1990",30
"0123C1270","1991-2000",18
"0123C1270","2001-2010",45
"0123C1270","2011-2020",7
"0123C1270","2021-2030",..
"0123C1270","Ok�nt",4
"0123C1270","Totalt",705
"0123C1280","-1920",..
"0123C1280","1921-1930",..
"0123C1280","1931-1940",..
"0123C1280","1941-1950",..
"0123C1280","1951-1960",..
"0123C1280","1961-1970",4
"0123C1280","1971-1980",..
"0123C1280","1981-1990",..
"0123C1280","1991-2000",..
"0123C1280","2001-2010",..
"0123C1280","2011-2020",..
"0123C1280","2021-2030",..
"0123C1280","Ok�nt",..
"0123C1280","Totalt",4
"0123C1290","-1920",..
"0123C1290","1921-1930",..
"0123C1290","1931-1940",4
"0123C1290","1941-1950",6
"0123C1290","1951-1960",43
"0123C1290","1961-1970",39
"0123C1290","1971-1980",25
"0123C1290","1981-1990",13
